crop,year,season,rainfall_mm,temperature,humidity,nitrogen,phosphorus,potassium,ph,area_hectares,irrigation,fertilizer_used,yield_tons_per_hectare
Rice,2019,Kharif,1393.5,27.4,79.2,217.2,51.8,221.1,6.26,340.57,1,1,4.94
Soybean,2024,Kharif,742.9,22.6,64.2,156.5,60.2,187.9,6.93,236.65,1,1,3.85
Wheat,2022,Rabi,615.2,24.2,58.3,161.2,37.9,202.9,7.23,496.01,0,0,2.54
Soybean,2024,Kharif,738.2,25.6,68.8,143.7,59.0,212.5,6.35,310.22,0,0,2.99
Wheat,2016,Rabi,555.4,23.9,62.7,239.2,54.1,197.3,7.81,405.38,0,1,2.35
Maize,2018,Kharif,790.4,27.9,52.7,221.5,55.8,113.3,6.89,146.46,1,0,3.9
Soybean,2017,Kharif,779.0,28.1,67.5,121.3,40.9,266.8,6.76,320.09,0,1,3.13
Soybean,2018,Kharif,735.6,27.7,66.0,129.4,64.6,160.4,7.52,88.64,1,0,3.04
Maize,2019,Kharif,668.5,25.0,52.3,215.2,40.9,137.2,6.73,416.41,1,1,4.01
Cotton,2019,Kharif,790.3,29.4,57.9,188.9,51.8,169.7,6.31,337.74,0,1,2.25
Soybean,2018,Kharif,873.8,23.7,80.7,126.3,30.4,204.9,6.16,102.04,0,1,1.88
Turmeric,2023,Kharif,950.1,28.6,72.4,132.3,48.4,259.1,6.17,265.32,0,1,7.75
Wheat,2023,Rabi,523.5,18.3,60.0,224.7,34.6,170.1,7.08,94.1,1,1,3.21
Soybean,2018,Kharif,674.3,26.7,68.7,131.8,55.8,198.1,6.84,327.46,1,1,4.0
Maize,2018,Kharif,750.5,22.2,77.4,176.7,45.9,259.2,6.91,314.04,0,1,3.48
Soybean,2021,Kharif,631.2,27.3,57.7,83.5,56.6,139.1,7.13,12.18,1,1,2.62
Wheat,2018,Rabi,683.4,20.2,61.8,184.0,72.9,157.6,7.72,87.8,1,1,3.22
Rice,2018,Kharif,1382.6,25.8,88.1,227.9,53.6,240.8,6.56,305.7,0,0,3.67
Cotton,2022,Kharif,740.9,26.2,56.5,204.3,38.9,236.0,7.45,11.24,1,0,2.42
Soybean,2022,Kharif,671.5,32.0,51.0,138.4,31.9,174.8,7.16,24.72,0,1,2.0
Soybean,2019,Kharif,761.9,25.9,65.1,145.6,48.0,211.9,6.81,116.25,0,1,2.9
Soybean,2015,Kharif,836.6,27.1,53.6,119.9,58.2,164.8,6.83,270.37,0,0,2.61
Cotton,2023,Kharif,952.7,25.6,61.7,191.6,34.9,126.5,6.88,267.06,1,1,2.22
Rice,2024,Kharif,1068.8,29.5,88.0,215.0,41.9,287.0,6.76,40.87,0,0,4.02
Rice,2021,Kharif,1320.7,32.4,87.7,176.1,38.6,282.9,6.58,375.7,0,0,3.51
Wheat,2024,Rabi,536.9,19.8,59.4,233.3,43.1,171.1,7.32,91.68,1,1,3.66
Rice,2015,Kharif,1277.1,29.5,85.2,191.2,29.2,233.5,6.04,413.7,0,1,3.49
Rice,2015,Kharif,1064.5,32.6,77.4,207.7,39.3,273.4,7.02,79.3,0,1,3.14
Sugarcane,2018,Summer,1000.9,32.0,78.5,266.0,65.8,369.3,6.35,301.93,0,1,88.51
Cotton,2015,Kharif,795.8,30.5,59.9,96.2,44.6,244.4,7.63,14.91,1,1,1.9
Cotton,2020,Kharif,726.1,30.0,69.8,215.7,45.3,202.1,7.72,350.23,0,0,1.68
Soybean,2022,Kharif,698.8,27.8,61.6,111.9,65.4,189.6,6.09,183.55,0,0,2.24
Maize,2022,Kharif,651.4,25.5,75.7,193.2,60.2,268.9,6.96,111.9,1,1,5.69
Maize,2021,Kharif,850.7,27.1,63.5,231.2,66.4,230.0,6.91,149.35,0,1,6.45
Cotton,2020,Kharif,735.3,29.4,67.0,182.6,43.5,252.4,7.08,294.31,1,1,2.75
Rice,2021,Kharif,1122.8,31.7,88.7,149.2,44.6,197.4,7.29,413.89,0,1,2.46
Sugarcane,2020,Summer,1130.7,29.7,86.2,224.0,77.8,349.4,7.32,372.49,1,0,71.85
Cotton,2022,Kharif,769.2,27.1,55.1,154.5,57.3,165.4,7.02,462.42,0,1,2.43
Sugarcane,2019,Summer,1289.5,36.0,86.6,205.7,65.2,261.7,6.25,251.81,0,1,54.31
Rice,2022,Kharif,1282.0,28.5,82.2,159.0,48.7,196.3,6.05,289.32,0,1,3.55
Wheat,2015,Rabi,516.9,19.9,59.7,232.9,44.4,168.3,7.92,403.71,1,1,3.02
Turmeric,2016,Kharif,801.7,31.5,82.9,154.3,49.7,209.7,6.27,185.31,0,1,5.22
Turmeric,2024,Kharif,944.9,26.1,75.7,171.6,61.1,176.2,6.42,320.78,1,1,9.97
Wheat,2023,Rabi,525.9,22.2,51.1,175.2,33.2,219.1,6.7,380.18,0,1,2.75
Wheat,2019,Rabi,578.0,22.4,70.3,268.9,58.9,230.7,7.59,258.94,1,1,4.08
Rice,2015,Kharif,1413.6,28.3,82.8,176.9,46.6,244.1,7.19,20.36,1,0,3.88
Soybean,2021,Kharif,720.2,26.7,69.3,123.7,54.1,227.2,6.45,164.39,1,0,3.46
Rice,2019,Kharif,1116.7,28.8,83.2,225.7,54.2,299.2,6.75,424.39,1,0,4.8
Maize,2016,Kharif,630.0,25.9,50.9,196.0,53.0,233.1,6.74,246.61,0,1,4.27
Maize,2021,Kharif,611.4,27.0,50.7,171.8,62.5,210.3,7.04,312.81,0,0,3.67
Wheat,2016,Rabi,510.1,20.0,48.8,200.8,61.8,211.7,6.45,10.32,1,1,3.51
Soybean,2024,Kharif,709.3,29.7,64.6,96.5,34.9,163.7,7.18,335.09,1,1,2.74
Cotton,2023,Kharif,691.7,26.1,50.3,154.7,35.7,170.7,7.27,375.55,0,0,1.39
Maize,2017,Kharif,760.8,26.6,63.2,193.8,65.4,190.4,6.73,32.62,0,1,5.76
Rice,2022,Kharif,1388.6,28.3,87.2,199.5,36.0,294.8,6.5,427.45,1,1,4.59
Rice,2024,Kharif,1326.0,26.0,78.8,163.8,48.6,169.2,6.92,326.96,0,1,3.22
Cotton,2018,Kharif,784.5,27.3,70.9,197.5,39.3,189.5,7.3,436.76,0,0,1.99
Cotton,2016,Kharif,933.3,26.4,49.2,172.5,31.1,229.4,6.88,133.08,0,1,1.71
Soybean,2022,Kharif,726.4,26.7,57.2,176.4,54.1,189.5,6.88,202.82,1,1,4.0
Rice,2018,Kharif,1194.2,29.1,83.8,192.4,50.6,248.2,6.3,240.32,0,1,4.23
Soybean,2016,Kharif,670.2,24.7,67.8,133.6,67.8,238.5,6.27,445.5,0,1,2.75
Rice,2020,Kharif,1116.7,28.3,78.2,184.4,41.1,228.4,6.57,335.93,0,1,4.21
Wheat,2022,Rabi,546.9,22.0,58.4,149.4,37.2,132.6,7.59,364.83,0,1,2.36
Sugarcane,2020,Summer,1063.9,32.8,64.4,300.0,80.0,306.7,6.98,295.89,1,0,82.71
Wheat,2016,Rabi,570.0,22.9,40.3,159.0,58.5,174.4,7.17,142.29,0,1,2.95
Cotton,2021,Kharif,833.5,26.6,62.9,209.1,59.0,289.1,6.25,162.28,0,1,2.7
Cotton,2018,Kharif,772.0,28.5,60.4,207.4,50.5,220.1,7.05,222.8,1,0,2.59
Maize,2024,Kharif,625.2,25.6,51.5,218.5,44.8,208.7,7.54,486.4,0,1,3.24
Soybean,2018,Kharif,746.2,27.7,54.9,83.7,41.3,222.0,7.24,126.33,1,1,2.38
Cotton,2018,Kharif,734.9,30.6,62.7,221.6,46.5,201.4,7.07,335.67,0,1,2.52
Cotton,2024,Kharif,816.3,25.4,54.6,204.9,35.0,147.8,6.51,221.48,0,1,1.82
Soybean,2020,Kharif,743.9,29.4,54.9,124.7,60.0,243.6,6.31,25.65,1,0,2.72
Cotton,2016,Kharif,622.5,27.4,47.1,183.1,51.7,165.3,7.33,132.31,0,0,1.67
Maize,2022,Kharif,674.1,26.5,72.0,132.7,56.5,261.7,6.71,431.31,0,1,4.28
Wheat,2021,Rabi,592.3,19.5,64.7,261.9,55.0,249.8,6.98,106.54,0,1,4.12
Cotton,2021,Kharif,742.2,30.6,58.1,149.3,32.8,206.3,7.22,334.71,1,1,1.87
Wheat,2019,Rabi,502.5,20.3,51.1,259.8,40.9,184.6,7.36,345.82,0,1,3.22
Cotton,2021,Kharif,668.8,27.3,50.5,163.3,44.5,220.4,7.18,384.63,1,1,2.38
Cotton,2021,Kharif,767.7,28.6,59.9,118.2,48.6,240.9,7.21,162.21,0,1,2.45
Maize,2023,Kharif,596.1,26.8,48.2,176.9,32.0,188.2,6.94,458.86,1,0,3.39
Rice,2016,Kharif,1115.6,26.6,89.3,250.5,44.9,237.2,5.97,249.7,1,0,3.45
Cotton,2022,Kharif,760.9,30.7,69.8,182.6,35.1,257.8,7.24,387.91,0,0,1.65
Rice,2023,Kharif,1243.7,31.0,88.7,127.5,48.4,283.0,6.04,204.37,1,1,4.46
Cotton,2024,Kharif,788.7,26.0,43.6,175.5,46.2,268.1,7.44,250.57,0,0,1.91
Soybean,2023,Kharif,644.1,27.1,62.7,143.5,41.4,160.0,6.4,231.92,0,1,2.81
Turmeric,2016,Kharif,874.1,29.4,86.2,210.7,34.3,266.0,5.5,173.21,1,0,7.11
Wheat,2018,Rabi,580.7,24.5,54.4,244.1,50.8,213.3,7.43,106.62,0,0,3.38
Soybean,2015,Kharif,633.3,26.4,71.7,130.7,55.3,187.0,5.72,218.71,0,1,2.53
Rice,2017,Kharif,1188.5,30.7,74.2,206.0,48.9,283.4,6.14,104.7,0,0,4.07
Soybean,2023,Kharif,732.9,27.8,63.8,122.1,56.0,109.3,7.88,135.84,1,1,2.55
Soybean,2021,Kharif,847.0,22.8,68.7,80.0,56.3,254.8,7.34,195.32,1,1,2.89
Cotton,2017,Kharif,741.3,24.8,58.3,179.1,37.2,211.6,6.6,135.18,1,1,2.16
Wheat,2017,Rabi,474.7,22.3,57.3,259.6,54.3,237.1,7.22,177.32,1,1,4.94
Cotton,2019,Kharif,769.5,28.3,56.5,134.1,31.5,247.0,7.39,150.17,0,0,1.61
Sugarcane,2024,Summer,1004.5,33.1,74.9,242.4,57.2,349.7,6.44,314.67,1,1,85.99
Maize,2023,Kharif,740.2,28.9,71.7,236.9,53.5,248.1,6.43,48.1,1,1,5.97
Maize,2016,Kharif,623.6,28.1,70.5,215.8,49.2,224.1,7.16,474.38,0,0,3.98
Sugarcane,2024,Summer,1080.9,35.8,79.7,214.2,55.0,385.1,6.24,385.33,1,1,90.37
Maize,2016,Kharif,732.6,24.1,61.1,190.4,38.9,280.8,6.93,344.09,0,1,4.06
Wheat,2020,Rabi,637.1,22.2,60.9,298.6,46.4,199.5,7.31,117.0,0,1,3.84
Cotton,2024,Kharif,861.3,28.6,58.8,162.8,47.2,162.5,6.09,6.32,0,1,2.01
Wheat,2017,Rabi,583.0,26.1,61.1,229.9,50.8,175.8,7.41,162.67,0,1,2.65
Soybean,2019,Kharif,781.6,26.0,76.0,169.1,53.5,155.1,6.6,375.76,0,1,2.66
Soybean,2023,Kharif,754.3,24.8,62.4,112.0,47.0,185.6,6.88,374.97,0,1,2.9
Wheat,2022,Rabi,474.1,20.3,42.9,204.0,53.7,189.2,6.62,143.86,0,1,2.43
Sugarcane,2023,Summer,1207.5,31.8,81.3,259.5,48.7,262.8,6.8,5.43,0,0,57.64
Sugarcane,2023,Summer,1051.2,31.6,80.9,273.7,70.2,345.4,7.05,62.05,0,0,90.53
Wheat,2023,Rabi,621.8,20.4,61.1,203.3,56.5,224.7,7.34,42.69,0,0,2.99
Wheat,2016,Rabi,631.6,22.4,48.7,275.4,53.1,222.2,6.79,281.63,0,1,4.16
Wheat,2015,Rabi,568.6,19.7,50.5,194.3,59.6,172.6,7.02,162.05,0,1,3.11
Maize,2023,Kharif,662.5,28.7,59.5,192.1,43.4,195.3,7.18,147.47,1,1,4.97
Rice,2018,Kharif,1274.0,28.4,88.7,126.9,50.4,218.0,6.72,102.56,1,1,3.77
Wheat,2024,Rabi,619.6,21.2,64.1,190.0,74.2,209.8,7.59,66.74,0,1,3.66
Wheat,2024,Rabi,567.1,23.6,49.9,227.7,51.0,189.2,6.68,124.55,1,1,4.19
Soybean,2015,Kharif,823.0,28.4,62.7,108.5,53.1,179.4,6.98,318.39,1,1,2.96
Soybean,2015,Kharif,673.4,27.9,64.9,131.6,50.3,211.3,6.7,339.19,0,1,3.46
Wheat,2022,Rabi,581.2,23.1,53.1,186.0,48.0,198.0,7.1,345.91,1,0,3.5
Maize,2022,Kharif,639.6,26.9,72.5,209.3,75.8,246.5,6.74,384.24,0,0,5.2
Rice,2018,Kharif,1277.1,31.3,88.1,190.7,42.2,264.5,6.64,174.95,0,1,3.71
Soybean,2016,Kharif,817.2,27.2,61.3,88.8,28.9,241.0,7.53,93.7,0,1,1.99
Soybean,2015,Kharif,707.6,25.4,58.7,99.2,47.6,134.0,6.69,353.58,0,1,2.12
Cotton,2018,Kharif,866.7,25.0,51.5,205.6,32.2,279.6,6.79,392.01,0,1,1.94
Wheat,2016,Rabi,583.5,19.7,52.1,268.5,49.1,171.0,6.83,250.04,1,0,3.26
Rice,2015,Kharif,1057.1,29.6,90.0,199.0,54.5,338.5,6.27,198.51,1,1,5.3
Rice,2016,Kharif,991.7,29.4,82.6,153.2,53.8,256.0,7.39,36.44,0,0,2.79
Wheat,2017,Rabi,646.3,20.4,59.5,209.2,41.2,223.8,7.35,450.56,1,1,3.81
Wheat,2021,Rabi,595.5,21.8,50.9,218.9,45.4,176.0,7.34,21.3,1,0,3.68
Rice,2018,Kharif,1287.1,32.3,84.7,185.4,42.0,232.3,6.8,184.08,1,1,4.54
Soybean,2016,Kharif,696.6,25.5,70.0,137.6,45.3,166.3,7.17,379.22,1,1,2.77
Soybean,2024,Kharif,722.0,28.8,67.7,93.8,62.8,179.5,7.35,220.47,0,1,2.83
Wheat,2023,Rabi,503.7,22.0,49.5,249.7,42.1,213.7,7.28,431.11,0,1,4.06
Turmeric,2016,Kharif,780.4,29.0,71.5,166.2,55.0,201.1,6.31,236.53,1,1,8.96
Cotton,2016,Kharif,891.3,27.0,49.9,218.2,20.6,245.7,7.45,389.72,0,0,1.62
Wheat,2021,Rabi,599.2,21.4,63.3,212.5,62.9,173.8,7.35,49.07,1,0,3.67
Rice,2018,Kharif,1382.3,31.7,78.6,245.0,48.7,247.7,6.16,248.75,0,1,4.74
Wheat,2024,Rabi,528.8,20.6,49.2,249.6,67.6,185.1,7.5,343.87,0,1,4.27
Wheat,2019,Rabi,495.9,21.3,56.2,178.3,46.7,250.5,7.0,100.36,1,1,4.07
Wheat,2015,Rabi,613.6,22.2,58.1,251.2,63.1,186.7,6.34,126.63,0,1,3.47
Soybean,2022,Kharif,711.7,24.6,71.1,131.6,62.1,122.2,7.21,95.04,0,0,2.48
Rice,2017,Kharif,1323.7,36.6,90.0,107.8,38.7,212.6,6.67,342.57,0,1,2.06
Cotton,2023,Kharif,931.8,28.4,54.2,195.8,57.9,192.8,6.2,490.15,0,1,2.38
Cotton,2021,Kharif,820.5,24.4,57.5,158.2,37.9,268.7,7.43,6.85,0,0,1.91
Cotton,2021,Kharif,794.6,28.0,61.5,203.1,31.7,196.3,7.67,69.41,1,1,2.68
Soybean,2022,Kharif,755.1,27.9,67.9,140.2,40.2,205.4,6.89,244.28,1,1,3.87
Wheat,2020,Rabi,464.9,21.8,51.1,221.2,57.8,177.0,6.91,274.49,1,1,4.15
Wheat,2023,Rabi,571.3,21.2,69.7,231.1,54.8,183.7,6.94,48.71,1,1,3.75
Wheat,2023,Rabi,586.6,19.9,61.0,220.1,58.0,184.8,7.41,281.13,0,0,3.17
Soybean,2023,Kharif,696.2,29.9,58.1,110.3,50.0,176.6,6.71,414.32,0,1,2.74
Cotton,2021,Kharif,1033.4,28.2,57.0,207.1,52.8,255.9,7.12,267.25,0,0,2.73
Wheat,2015,Rabi,416.4,26.4,65.9,213.9,52.4,196.9,7.52,421.05,1,1,2.65
Soybean,2016,Kharif,793.7,24.5,59.8,138.7,61.7,167.6,6.91,146.17,0,0,2.64
Maize,2015,Kharif,663.2,26.8,67.1,193.9,51.2,210.0,7.03,332.01,0,1,4.31
Cotton,2021,Kharif,890.1,28.2,44.9,219.6,40.5,208.2,6.9,408.65,0,0,1.75
Soybean,2015,Kharif,703.9,22.9,61.7,80.8,66.6,244.1,6.97,52.9,0,0,2.22
Soybean,2015,Kharif,737.1,26.4,64.2,142.7,71.1,202.7,6.99,307.01,1,0,3.54
Cotton,2022,Kharif,704.4,29.6,63.7,178.8,39.3,199.4,7.8,289.38,0,1,1.74
Wheat,2017,Rabi,528.5,22.1,56.7,186.6,43.6,230.8,6.55,82.33,1,1,4.37
Soybean,2016,Kharif,712.1,27.5,63.7,86.7,59.0,142.9,6.69,484.74,0,1,2.59
Cotton,2024,Kharif,778.7,27.0,61.9,183.5,35.4,263.2,7.11,18.53,0,0,2.54
Wheat,2015,Rabi,575.9,21.4,52.9,210.0,57.5,201.5,8.17,381.26,0,1,3.05
Soybean,2024,Kharif,734.1,21.2,73.9,96.9,49.0,200.8,7.14,235.42,1,1,2.07
Cotton,2015,Kharif,773.3,31.9,57.6,198.6,48.6,193.8,6.81,277.75,0,1,1.78
Cotton,2015,Kharif,729.0,26.4,63.7,205.9,43.1,227.2,7.12,163.17,1,1,2.68
Rice,2022,Kharif,1180.6,26.9,86.1,162.8,41.3,111.5,6.72,120.58,1,1,2.99
Rice,2019,Kharif,1333.5,32.2,86.9,173.4,39.1,258.1,6.74,24.54,0,1,4.09
Sugarcane,2021,Summer,1282.5,34.7,73.3,267.1,53.9,309.4,7.21,316.16,0,1,61.72
Soybean,2018,Kharif,682.4,29.0,71.4,134.4,38.5,182.3,6.99,41.97,0,1,2.35
Wheat,2016,Rabi,527.1,21.3,62.7,161.1,48.1,175.8,7.48,133.85,0,1,2.58
Rice,2018,Kharif,1224.6,31.4,79.4,253.5,58.7,200.2,6.75,494.04,0,0,4.05
Soybean,2017,Kharif,775.1,26.7,70.7,116.0,69.0,175.7,7.21,96.67,0,1,2.96
Maize,2020,Kharif,669.7,27.5,58.5,217.4,45.1,246.4,7.2,25.77,1,1,5.69
Cotton,2022,Kharif,784.7,26.3,65.6,157.4,46.0,225.2,6.87,90.62,1,1,2.81
Cotton,2015,Kharif,819.3,28.4,50.7,181.5,43.8,216.4,7.34,226.19,1,1,2.48
Turmeric,2016,Kharif,919.1,28.5,86.5,183.4,43.7,230.0,6.11,311.58,1,0,7.13
Rice,2015,Kharif,1105.4,32.4,80.1,144.6,56.1,250.2,6.64,375.63,0,1,4.05
Rice,2023,Kharif,1445.1,29.8,84.3,176.2,40.2,229.4,5.92,65.06,0,1,3.55
Wheat,2016,Rabi,641.1,22.8,67.1,149.5,48.7,217.6,7.56,101.02,0,1,2.61
Cotton,2020,Kharif,883.9,28.8,65.1,131.6,34.2,304.5,6.73,465.03,1,1,2.53
Sugarcane,2015,Summer,1142.8,29.9,83.3,186.6,62.7,300.6,7.2,403.32,0,1,63.34
Rice,2017,Kharif,1324.8,31.2,75.5,185.3,56.2,217.3,6.6,369.9,0,1,4.14
Turmeric,2019,Kharif,877.3,24.4,74.3,170.2,45.0,345.0,6.68,443.63,1,1,8.33
Rice,2019,Kharif,1295.9,30.0,81.4,199.3,41.5,247.1,6.52,95.17,1,1,5.91
Maize,2016,Kharif,681.6,29.5,64.7,179.2,28.6,265.3,7.36,186.72,0,0,3.19
Cotton,2021,Kharif,738.5,31.8,61.9,160.2,45.6,146.7,7.45,143.99,1,1,2.16
Soybean,2022,Kharif,754.7,29.7,68.1,142.3,55.1,183.7,6.83,323.41,0,0,2.35
Maize,2017,Kharif,823.2,26.0,72.2,209.2,62.1,180.7,6.31,492.76,0,1,4.65
Soybean,2017,Kharif,694.8,26.7,65.9,122.8,53.2,151.4,6.68,240.11,1,0,2.85
Soybean,2018,Kharif,832.7,25.2,67.8,142.4,59.0,174.2,7.04,64.52,0,1,3.37
Cotton,2017,Kharif,676.5,27.6,48.3,204.1,48.3,286.7,7.27,299.5,1,1,3.08
Rice,2024,Kharif,1500.0,29.7,89.4,212.5,47.6,245.4,6.68,224.4,1,1,4.67
Maize,2018,Kharif,637.6,24.8,63.9,243.1,42.0,241.5,6.32,495.75,1,1,5.21
Soybean,2020,Kharif,686.5,29.5,62.5,87.0,49.3,147.1,6.49,398.0,0,1,2.14
Rice,2021,Kharif,1130.1,31.4,74.4,225.4,35.2,263.9,6.7,264.57,0,1,4.17
Rice,2022,Kharif,1285.9,33.5,86.3,192.8,43.2,235.3,6.61,368.79,1,1,3.72
Sugarcane,2024,Summer,1063.3,31.1,82.9,235.3,63.4,337.0,7.11,365.11,0,1,85.37
Rice,2015,Kharif,1278.6,29.6,76.9,171.5,27.9,231.3,6.76,237.77,0,1,3.13
Cotton,2016,Kharif,719.1,29.4,64.8,184.1,30.0,170.7,7.2,180.39,0,1,1.65
Rice,2020,Kharif,1306.0,29.7,85.7,143.0,35.2,215.8,6.54,58.14,0,0,3.24
Soybean,2015,Kharif,796.3,27.7,62.4,128.7,44.2,179.7,6.5,88.13,1,1,3.22
Turmeric,2019,Kharif,909.4,29.3,70.4,217.6,44.4,280.1,6.72,294.02,1,1,12.46
Rice,2015,Kharif,1116.1,28.9,78.9,198.7,52.3,288.8,6.33,267.78,1,1,5.55
Rice,2016,Kharif,1230.0,30.3,85.8,129.3,24.2,223.9,6.2,5.52,0,1,2.9
Cotton,2024,Kharif,773.4,29.9,54.5,188.7,43.7,281.3,7.15,304.82,1,1,2.91
Sugarcane,2020,Summer,1171.8,31.6,75.9,253.6,52.8,229.4,7.04,37.76,0,0,60.03
Cotton,2015,Kharif,931.9,26.2,67.4,199.2,42.5,247.2,8.05,101.99,0,0,1.43
Wheat,2023,Rabi,525.2,23.3,45.9,267.8,56.3,234.4,6.99,250.29,0,1,3.86
Soybean,2021,Kharif,682.4,24.9,68.5,132.3,52.2,163.1,7.0,359.96,0,1,2.59
Soybean,2020,Kharif,721.8,24.2,62.8,119.0,71.5,189.2,6.53,298.11,1,0,3.35
Soybean,2016,Kharif,686.8,26.5,73.7,102.0,49.5,172.7,6.63,347.79,1,0,2.59
Rice,2020,Kharif,1341.7,29.7,87.4,173.1,32.9,194.7,6.67,138.12,1,0,3.23
Wheat,2019,Rabi,585.9,22.7,58.3,184.5,55.6,238.0,7.23,336.97,0,1,4.01
Sugarcane,2021,Summer,1094.5,34.5,83.0,228.4,65.7,310.2,6.93,227.54,0,0,57.08
Cotton,2021,Kharif,654.6,29.4,58.3,169.2,27.8,286.4,6.72,254.99,0,1,1.74
Rice,2016,Kharif,1187.4,28.7,88.7,229.8,66.6,310.0,6.17,242.65,1,0,4.07
Rice,2016,Kharif,1058.2,30.2,88.5,189.2,48.6,249.0,6.52,157.09,1,1,4.47
Soybean,2016,Kharif,767.8,30.8,79.8,143.1,35.4,166.2,7.35,97.6,0,1,1.88
Wheat,2020,Rabi,606.4,19.4,68.8,242.9,53.8,204.3,7.13,57.68,0,1,2.81
Cotton,2024,Kharif,760.0,27.2,75.6,147.7,33.8,204.9,7.12,284.63,0,0,1.55
Rice,2019,Kharif,1367.0,31.7,89.2,229.5,46.4,267.5,6.67,465.27,1,1,5.07
Wheat,2015,Rabi,541.8,20.6,56.4,251.2,63.2,207.9,7.17,411.98,1,0,3.93
Soybean,2023,Kharif,651.7,25.9,58.7,115.1,44.8,182.8,6.54,145.77,0,1,2.36
Cotton,2019,Kharif,867.9,28.4,66.8,192.9,42.5,207.4,7.09,153.02,0,0,2.13
Turmeric,2018,Kharif,890.8,25.8,77.4,209.4,59.8,269.8,6.37,251.5,0,1,8.96
Maize,2016,Kharif,692.1,25.5,55.6,211.5,50.7,190.0,6.26,148.84,1,0,3.87
Wheat,2019,Rabi,497.8,22.8,50.2,216.3,35.1,183.4,7.48,366.67,0,1,3.05
Cotton,2024,Kharif,815.4,23.8,57.9,221.9,38.1,222.3,6.72,71.67,0,0,2.09
Wheat,2017,Rabi,423.6,22.4,44.2,237.0,69.8,230.3,7.99,461.9,0,0,2.86
Maize,2023,Kharif,729.8,26.3,61.2,177.1,54.5,169.7,6.97,312.05,1,0,4.7
Soybean,2023,Kharif,796.3,26.1,61.5,130.4,56.7,136.1,6.67,299.81,1,1,3.14
Maize,2020,Kharif,630.2,25.1,70.4,201.0,61.4,192.8,6.83,301.61,0,0,4.49
Soybean,2023,Kharif,838.1,24.0,55.8,115.9,45.2,174.3,6.72,112.33,0,1,2.28
Maize,2016,Kharif,613.2,27.0,72.9,197.5,60.4,205.0,6.62,54.74,0,0,4.54
Rice,2021,Kharif,1314.4,28.6,80.4,208.7,38.0,200.3,7.28,27.24,0,0,3.46
Sugarcane,2019,Summer,952.4,29.4,68.0,253.2,29.7,348.4,7.08,455.99,0,1,49.06
Soybean,2024,Kharif,676.9,32.6,55.6,136.3,53.9,182.6,7.04,419.12,0,0,1.93
Maize,2018,Kharif,755.0,27.6,74.8,218.6,73.2,203.6,6.57,480.91,1,1,5.59
Turmeric,2020,Kharif,946.6,32.4,68.5,167.3,48.6,205.9,6.52,465.3,1,1,8.88
Rice,2018,Kharif,1346.1,30.9,85.7,190.2,43.1,295.1,5.95,463.27,1,1,5.51
Cotton,2022,Kharif,826.2,27.0,68.0,193.5,29.5,164.1,6.62,418.03,1,1,2.09
Sugarcane,2024,Summer,994.3,32.1,80.7,262.6,76.2,231.4,7.25,243.64,1,1,97.3
Cotton,2018,Kharif,795.8,31.2,61.3,182.5,39.8,253.0,7.27,38.31,0,0,1.78
Cotton,2019,Kharif,813.8,28.5,47.5,168.7,31.5,278.8,8.07,28.93,0,1,1.5
Wheat,2024,Rabi,522.7,20.0,56.4,242.9,62.7,229.6,7.19,383.1,1,0,4.01
Wheat,2016,Rabi,545.6,19.7,62.0,174.9,63.0,217.8,7.38,408.14,0,1,3.24
Rice,2016,Kharif,1266.0,28.0,79.9,168.6,46.7,208.7,6.46,84.96,1,1,4.54
Rice,2020,Kharif,1266.1,30.4,81.9,147.4,59.4,295.4,5.8,78.21,1,0,4.65
Cotton,2016,Kharif,722.2,31.6,60.2,168.0,35.2,205.2,7.09,8.64,1,1,2.14
Rice,2023,Kharif,1250.3,29.7,73.6,202.7,37.6,243.7,6.48,25.16,0,1,4.31
Sugarcane,2019,Summer,1087.9,29.3,73.4,218.2,66.9,283.8,7.32,327.14,1,1,58.1
Cotton,2018,Kharif,579.4,28.0,66.6,174.4,33.5,226.5,8.2,159.22,0,1,1.28
Maize,2022,Kharif,634.2,26.2,71.0,172.2,40.5,272.4,7.12,250.46,1,0,4.14
Wheat,2021,Rabi,536.2,23.2,55.2,177.4,42.0,180.1,7.02,92.53,1,0,2.99
Cotton,2023,Kharif,930.3,28.2,62.8,190.6,42.5,293.4,6.74,401.86,0,1,2.97
Rice,2015,Kharif,1258.2,29.5,78.2,200.1,44.4,298.2,6.32,282.05,0,1,4.17
Cotton,2015,Kharif,810.7,24.6,45.7,220.8,44.2,222.1,7.16,65.23,0,0,1.98
Cotton,2016,Kharif,846.3,30.4,80.3,178.6,29.3,215.6,6.78,254.8,1,1,1.49
Cotton,2019,Kharif,921.5,28.8,72.5,144.4,46.3,222.3,6.56,3.09,0,1,1.77
Wheat,2015,Rabi,514.5,23.3,61.0,211.6,62.8,237.2,7.32,242.66,0,0,3.11
Wheat,2015,Rabi,567.9,18.0,49.5,257.0,33.9,213.0,6.99,212.93,0,0,2.46
Maize,2015,Kharif,662.8,29.2,64.4,161.6,54.4,250.9,6.83,343.79,1,1,5.66
Maize,2018,Kharif,719.3,27.7,69.4,216.3,66.7,252.4,6.83,77.26,0,0,5.73
Cotton,2015,Kharif,863.4,28.2,70.1,119.7,56.3,193.9,6.96,447.49,1,1,2.27
